Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
No,43,Travel_Frequently,185,R & D,10,Master,Life Sciences,1,1786,High,Female,33,High,JuniorLevel,Laboratory Technician,Very High,Single,2455,10675,0,No,19,Excellent,Low,80,NoStockOption,9,5,Better,8,7,1,7
No,49,Travel_Rarely,1091,R & D,1,College,Technical Degree,1,1787,High,Female,90,Medium,SeniorLevelL2,Healthcare Representative,High,Single,13964,17810,7,Yes,12,Excellent,Very High,80,NoStockOption,25,2,Better,7,1,0,7
Yes,52,Travel_Rarely,723,R & D,8,Master,Medical,1,1788,High,Male,85,Medium,MidLevel,Research Scientist,Medium,Married,4941,17747,2,No,15,Excellent,Low,80,NoStockOption,11,3,Good,8,2,7,7
No,27,Travel_Rarely,1220,R & D,5,Bachelor,Life Sciences,1,1789,High,Female,85,High,JuniorLevel,Research Scientist,Medium,Single,2478,20938,1,Yes,12,Excellent,Medium,80,NoStockOption,4,2,Good,4,3,1,2
No,32,Travel_Rarely,588,Sales,8,College,Technical Degree,1,1790,High,Female,65,Medium,MidLevel,Sales Executive,Medium,Married,5228,24624,1,Yes,11,Excellent,Very High,80,NoStockOption,13,2,Better,13,12,11,9
No,27,Travel_Rarely,1377,Sales,2,Bachelor,Life Sciences,1,1791,Very High,Male,74,High,MidLevel,Sales Executive,High,Single,4478,5242,1,Yes,11,Excellent,Low,80,NoStockOption,5,3,Better,5,4,0,4
No,31,Travel_Rarely,691,Sales,7,Bachelor,Marketing,1,1792,Very High,Male,73,High,MidLevel,Sales Executive,Very High,Divorced,7547,7143,4,No,12,Excellent,Very High,80,>500ESOPShares,13,3,Better,7,7,1,7
No,32,Travel_Rarely,1018,R & D,2,Master,Medical,1,1793,Low,Female,74,Very High,MidLevel,Research Scientist,Very High,Single,5055,10557,7,No,16,Excellent,High,80,NoStockOption,10,0,Good,7,7,0,7
Yes,28,Travel_Rarely,1157,R & D,2,Master,Medical,1,1794,Low,Male,84,Low,JuniorLevel,Research Scientist,Very High,Married,3464,24737,5,Yes,13,Excellent,Very High,80,NoStockOption,5,4,Good,3,2,2,2
No,30,Travel_Rarely,1275,R & D,28,College,Medical,1,1795,Very High,Female,64,High,MidLevel,Research Scientist,Very High,Married,5775,11934,1,No,13,Excellent,Very High,80,100-500ESOPShares,11,2,Better,10,8,1,9
No,31,Travel_Frequently,798,R & D,7,College,Life Sciences,1,1796,High,Female,48,Medium,SeniorLevelL1,Manufacturing Director,High,Married,8943,14034,1,No,24,Outstanding,Low,80,<100ESOPShares,10,2,Better,10,9,8,9
No,39,Travel_Frequently,672,R & D,7,College,Medical,1,1797,High,Male,54,Medium,SeniorLevelL3,Manager,Very High,Married,19272,21141,1,No,15,Excellent,Low,80,<100ESOPShares,21,2,Better,21,9,13,3
Yes,39,Travel_Rarely,1162,Sales,3,College,Medical,1,1798,Very High,Female,41,High,MidLevel,Sales Executive,High,Married,5238,17778,4,Yes,18,Excellent,Low,80,NoStockOption,12,3,Good,1,0,0,0
No,33,Travel_Frequently,508,Sales,10,Bachelor,Marketing,1,1799,Medium,Male,46,Medium,MidLevel,Sales Executive,Very High,Single,4682,4317,3,No,14,Excellent,High,80,NoStockOption,9,6,Good,7,7,0,1
No,47,Travel_Rarely,1482,R & D,5,Doctor,Life Sciences,1,1800,Very High,Male,42,High,SeniorLevelL3,Research Director,High,Married,18300,16375,4,No,11,Excellent,Medium,80,<100ESOPShares,21,2,Better,3,2,1,1
No,43,Travel_Frequently,559,R & D,10,Master,Life Sciences,1,1801,High,Female,82,Medium,MidLevel,Laboratory Technician,High,Divorced,5257,6227,1,No,11,Excellent,Medium,80,<100ESOPShares,9,3,Best,9,7,0,0
No,27,Non-Travel,210,Sales,1,Below College,Marketing,1,1802,High,Male,73,High,MidLevel,Sales Executive,Medium,Married,6349,22107,0,Yes,13,Excellent,Very High,80,<100ESOPShares,6,0,Better,5,4,1,4
No,54,Travel_Frequently,928,R & D,20,Master,Life Sciences,1,1803,Very High,Female,31,High,MidLevel,Research Scientist,High,Single,4869,16885,3,No,12,Excellent,Very High,80,NoStockOption,20,4,Good,4,3,0,3
No,43,Travel_Rarely,1001,R & D,7,Bachelor,Life Sciences,1,1804,High,Female,43,High,SeniorLevelL1,Healthcare Representative,Low,Married,9985,9262,8,No,16,Excellent,Low,80,<100ESOPShares,10,1,Good,1,0,0,0
No,45,Travel_Rarely,549,R & D,8,Master,Other,1,1805,Very High,Male,75,High,MidLevel,Research Scientist,Very High,Married,3697,9278,9,No,14,Excellent,Low,80,100-500ESOPShares,12,3,Better,10,9,9,8
No,40,Travel_Rarely,1124,Sales,1,College,Medical,1,1806,Medium,Male,57,Low,MidLevel,Sales Executive,Very High,Married,7457,13273,2,Yes,22,Outstanding,High,80,>500ESOPShares,6,2,Good,4,3,0,2
Yes,29,Travel_Rarely,318,R & D,8,Master,Other,1,1807,Medium,Male,77,Low,JuniorLevel,Laboratory Technician,Low,Married,2119,4759,1,Yes,11,Excellent,Very High,80,NoStockOption,7,4,Good,7,7,0,7
No,29,Travel_Rarely,738,R & D,9,Doctor,Other,1,1808,Medium,Male,30,Medium,JuniorLevel,Laboratory Technician,Very High,Single,3983,7621,0,No,17,Excellent,High,80,NoStockOption,4,2,Better,3,2,2,2
No,30,Travel_Rarely,570,Sales,5,Bachelor,Marketing,1,1809,Very High,Female,30,Medium,MidLevel,Sales Executive,High,Divorced,6118,5431,1,No,13,Excellent,High,80,>500ESOPShares,10,2,Better,10,9,1,2
No,27,Travel_Rarely,1130,Sales,8,Master,Marketing,1,1810,Medium,Female,56,High,MidLevel,Sales Executive,Medium,Married,6214,3415,1,No,18,Excellent,Low,80,<100ESOPShares,8,3,Better,8,7,0,7
No,37,Travel_Rarely,1192,R & D,5,College,Medical,1,1811,Very High,Male,61,High,MidLevel,Manufacturing Director,Very High,Divorced,6347,23177,7,No,16,Excellent,High,80,100-500ESOPShares,8,2,Good,6,2,0,4
No,38,Travel_Rarely,343,R & D,15,College,Life Sciences,1,1812,High,Male,92,Medium,SeniorLevelL1,Research Director,Very High,Divorced,11510,15682,0,Yes,14,Excellent,Medium,80,<100ESOPShares,12,3,Better,11,10,2,9
No,31,Travel_Rarely,1232,R & D,7,Master,Medical,1,1813,High,Female,39,High,SeniorLevelL1,Manufacturing Director,Very High,Single,7143,25713,1,Yes,14,Excellent,High,80,NoStockOption,11,2,Good,11,9,4,10
No,29,Travel_Rarely,144,Sales,10,Below College,Marketing,1,1814,Very High,Female,39,Medium,MidLevel,Sales Executive,Medium,Divorced,8268,11866,1,Yes,14,Excellent,Low,80,100-500ESOPShares,7,2,Better,7,7,1,7
No,35,Travel_Rarely,1296,R & D,5,Master,Technical Degree,1,1815,High,Male,62,High,SeniorLevelL1,Manufacturing Director,Medium,Single,8095,18264,0,No,13,Excellent,Very High,80,NoStockOption,17,5,Better,16,6,0,13
No,23,Travel_Rarely,1309,R & D,26,Below College,Life Sciences,1,1816,High,Male,83,High,JuniorLevel,Research Scientist,Very High,Divorced,2904,16092,1,No,12,Excellent,High,80,100-500ESOPShares,4,2,Good,4,2,0,2
No,41,Travel_Rarely,483,R & D,6,Bachelor,Medical,1,1817,Very High,Male,95,Medium,MidLevel,Manufacturing Director,Medium,Single,6032,10110,6,Yes,15,Excellent,Very High,80,NoStockOption,8,3,Better,5,4,1,2
No,47,Travel_Frequently,1309,Sales,4,Below College,Medical,1,1818,Medium,Male,99,High,MidLevel,Sales Representative,High,Single,2976,25751,3,No,19,Excellent,Low,80,NoStockOption,5,3,Better,0,0,0,0
No,42,Travel_Rarely,810,R & D,23,Doctor,Life Sciences,1,1819,Low,Female,44,High,SeniorLevelL2,Research Director,Very High,Single,15992,15901,2,No,14,Excellent,Medium,80,NoStockOption,16,2,Better,1,0,0,0
No,29,Non-Travel,746,Sales,2,Bachelor,Life Sciences,1,1820,Very High,Male,61,High,MidLevel,Sales Executive,High,Married,4649,16928,1,No,14,Excellent,Low,80,<100ESOPShares,4,3,Good,4,3,0,2
No,42,Travel_Rarely,544,Human Resources,2,Below College,Technical Degree,1,1821,High,Male,52,High,JuniorLevel,Human Resources,High,Divorced,2696,24017,0,Yes,11,Excellent,High,80,<100ESOPShares,4,5,Better,3,2,1,0
No,32,Travel_Rarely,1062,R & D,2,Bachelor,Medical,1,1822,High,Female,75,High,JuniorLevel,Laboratory Technician,Medium,Married,2370,3956,1,No,13,Excellent,High,80,<100ESOPShares,8,4,Better,8,0,0,7
No,48,Travel_Rarely,530,Sales,29,Below College,Medical,1,1823,Low,Female,91,High,SeniorLevelL1,Manager,High,Married,12504,23978,3,No,21,Outstanding,Medium,80,<100ESOPShares,15,3,Bad,0,0,0,0
No,37,Travel_Rarely,1319,R & D,6,Bachelor,Medical,1,1824,High,Male,51,Very High,MidLevel,Research Scientist,Low,Divorced,5974,17001,4,Yes,13,Excellent,Low,80,100-500ESOPShares,13,2,Better,7,7,6,7
No,30,Non-Travel,641,Sales,25,College,Technical Degree,1,1825,Very High,Female,85,High,MidLevel,Sales Executive,High,Married,4736,6069,7,Yes,12,Excellent,Medium,80,<100ESOPShares,4,2,Best,2,2,2,2
No,26,Travel_Rarely,933,Sales,1,Bachelor,Life Sciences,1,1826,High,Male,57,High,MidLevel,Sales Executive,High,Married,5296,20156,1,No,17,Excellent,Medium,80,<100ESOPShares,8,3,Better,8,7,7,7
No,42,Travel_Rarely,1332,R & D,2,Master,Other,1,1827,Low,Male,98,Medium,MidLevel,Healthcare Representative,Very High,Single,6781,17078,3,No,23,Outstanding,Medium,80,NoStockOption,14,6,Better,1,0,0,0
Yes,21,Travel_Frequently,756,Sales,1,Below College,Technical Degree,1,1828,Low,Female,99,Medium,JuniorLevel,Sales Representative,Medium,Single,2174,9150,1,Yes,11,Excellent,High,80,NoStockOption,3,3,Better,3,2,1,2
No,36,Non-Travel,845,Sales,1,Doctor,Medical,1,1829,Very High,Female,45,High,MidLevel,Sales Executive,Very High,Single,6653,15276,4,No,15,Excellent,Medium,80,NoStockOption,7,6,Better,1,0,0,0
No,36,Travel_Frequently,541,Sales,3,Master,Medical,1,1830,Low,Male,48,Medium,SeniorLevelL1,Sales Executive,Very High,Married,9699,7246,4,No,11,Excellent,Low,80,<100ESOPShares,16,2,Better,13,9,1,12
No,57,Travel_Rarely,593,R & D,1,Master,Medical,1,1831,Very High,Male,88,High,MidLevel,Healthcare Representative,High,Married,6755,2967,2,No,11,Excellent,High,80,NoStockOption,15,2,Better,3,2,1,2
No,40,Travel_Rarely,1171,R & D,10,Master,Life Sciences,1,1832,Very High,Female,46,Very High,JuniorLevel,Laboratory Technician,High,Married,2213,22495,3,Yes,13,Excellent,High,80,<100ESOPShares,10,3,Better,7,7,1,7
No,21,Non-Travel,895,Sales,9,College,Medical,1,1833,Low,Male,39,High,JuniorLevel,Sales Representative,Very High,Single,2610,2851,1,No,24,Outstanding,High,80,NoStockOption,3,3,Good,3,2,2,2
Yes,33,Travel_Rarely,350,Sales,5,Bachelor,Marketing,1,1834,Very High,Female,34,High,JuniorLevel,Sales Representative,High,Single,2851,9150,1,Yes,13,Excellent,Medium,80,NoStockOption,1,2,Better,1,0,0,0
No,37,Travel_Rarely,921,R & D,10,Bachelor,Medical,1,1835,High,Female,98,High,JuniorLevel,Laboratory Technician,Low,Married,3452,17663,6,No,20,Outstanding,Medium,80,<100ESOPShares,17,3,Better,5,4,0,3
No,46,Non-Travel,1144,R & D,7,Master,Medical,1,1836,High,Female,30,High,MidLevel,Manufacturing Director,High,Married,5258,16044,2,No,14,Excellent,High,80,NoStockOption,7,2,Best,1,0,0,0
Yes,41,Travel_Frequently,143,Sales,4,Bachelor,Marketing,1,1837,Low,Male,56,High,MidLevel,Sales Executive,Medium,Single,9355,9558,1,No,18,Excellent,High,80,NoStockOption,8,5,Better,8,7,7,7
No,50,Travel_Rarely,1046,R & D,10,Bachelor,Technical Degree,1,1838,Very High,Male,100,Medium,SeniorLevelL1,Healthcare Representative,Very High,Single,10496,2755,6,No,15,Excellent,Very High,80,NoStockOption,20,2,Better,4,3,1,3
Yes,40,Travel_Rarely,575,Sales,22,College,Marketing,1,1839,High,Male,68,Medium,MidLevel,Sales Executive,High,Married,6380,6110,2,Yes,12,Excellent,Low,80,100-500ESOPShares,8,6,Better,6,4,1,0
No,31,Travel_Rarely,408,R & D,9,Master,Life Sciences,1,1840,High,Male,42,Medium,JuniorLevel,Research Scientist,Medium,Single,2657,7551,0,Yes,16,Excellent,Very High,80,NoStockOption,3,5,Better,2,2,2,2
Yes,21,Travel_Rarely,156,Sales,12,Bachelor,Life Sciences,1,1841,High,Female,90,Very High,JuniorLevel,Sales Representative,Medium,Single,2716,25422,1,No,15,Excellent,Very High,80,NoStockOption,1,0,Better,1,0,0,0
No,29,Travel_Rarely,1283,R & D,23,Bachelor,Life Sciences,1,1842,Very High,Male,54,High,JuniorLevel,Research Scientist,Very High,Single,2201,18168,9,No,16,Excellent,Very High,80,NoStockOption,6,4,Better,3,2,1,2
No,35,Travel_Rarely,755,R & D,9,Master,Life Sciences,1,1843,High,Male,97,Medium,MidLevel,Healthcare Representative,Medium,Single,6540,19394,9,No,19,Excellent,High,80,NoStockOption,10,5,Better,1,1,0,0
No,27,Travel_Rarely,1469,R & D,1,College,Medical,1,1844,Very High,Male,82,High,JuniorLevel,Laboratory Technician,Medium,Divorced,3816,17881,1,No,11,Excellent,Medium,80,<100ESOPShares,5,2,Better,5,2,0,4
No,28,Travel_Rarely,304,Sales,9,Master,Life Sciences,1,1845,Medium,Male,92,High,MidLevel,Sales Executive,Very High,Single,5253,20750,1,No,16,Excellent,Very High,80,NoStockOption,7,1,Better,7,5,0,7
No,49,Travel_Rarely,1261,R & D,7,Bachelor,Other,1,1846,Medium,Male,31,Medium,SeniorLevelL1,Healthcare Representative,High,Single,10965,12066,8,No,24,Outstanding,High,80,NoStockOption,26,2,Better,5,2,0,0
No,51,Travel_Rarely,1178,Sales,14,College,Life Sciences,1,1847,High,Female,87,High,MidLevel,Sales Executive,Very High,Married,4936,14862,4,No,11,Excellent,High,80,<100ESOPShares,18,2,Good,7,7,0,7
No,36,Travel_Rarely,329,R & D,2,Bachelor,Life Sciences,1,1848,Very High,Female,96,High,JuniorLevel,Research Scientist,High,Married,2543,11868,4,No,13,Excellent,Medium,80,<100ESOPShares,6,3,Better,2,2,2,2
Yes,34,Non-Travel,1362,Sales,19,Bachelor,Marketing,1,1849,Low,Male,67,Very High,MidLevel,Sales Executive,Very High,Single,5304,4652,8,Yes,13,Excellent,Medium,80,NoStockOption,9,3,Good,5,2,0,4
No,55,Travel_Rarely,1311,R & D,2,Bachelor,Life Sciences,1,1850,High,Female,97,High,SeniorLevelL2,Manager,Very High,Single,16659,23258,2,Yes,13,Excellent,High,80,NoStockOption,30,2,Better,5,4,1,2
No,24,Travel_Rarely,1371,Sales,10,Master,Marketing,1,1851,Very High,Female,77,High,MidLevel,Sales Executive,High,Divorced,4260,5915,1,Yes,12,Excellent,Very High,80,<100ESOPShares,5,2,Best,5,2,0,3
No,30,Travel_Rarely,202,Sales,2,Below College,Technical Degree,1,1852,High,Male,72,High,JuniorLevel,Sales Representative,Medium,Married,2476,17434,1,No,18,Excellent,Low,80,<100ESOPShares,1,3,Better,1,0,0,0
Yes,26,Travel_Frequently,575,R & D,3,Below College,Technical Degree,1,1853,High,Male,73,High,JuniorLevel,Research Scientist,Low,Single,3102,6582,0,No,22,Outstanding,High,80,NoStockOption,7,2,Better,6,4,0,4
No,22,Travel_Rarely,253,R & D,11,Bachelor,Medical,1,1854,Low,Female,43,High,JuniorLevel,Research Scientist,Medium,Married,2244,24440,1,No,13,Excellent,Very High,80,<100ESOPShares,2,1,Better,2,1,1,2
No,36,Travel_Rarely,164,Sales,2,College,Medical,1,1855,Medium,Male,61,Medium,SeniorLevelL1,Sales Executive,High,Married,7596,3809,1,No,13,Excellent,Medium,80,100-500ESOPShares,10,2,Better,10,9,9,0
Yes,30,Travel_Frequently,464,R & D,4,Bachelor,Technical Degree,1,1856,High,Male,40,High,JuniorLevel,Research Scientist,Very High,Single,2285,3427,9,Yes,23,Outstanding,High,80,NoStockOption,3,4,Better,1,0,0,0
No,37,Travel_Rarely,1107,R & D,14,Bachelor,Life Sciences,1,1857,Very High,Female,95,High,JuniorLevel,Laboratory Technician,Low,Divorced,3034,26914,1,No,12,Excellent,High,80,<100ESOPShares,18,2,Good,18,7,12,17
No,40,Travel_Rarely,759,Sales,2,College,Marketing,1,1858,Very High,Female,46,High,MidLevel,Sales Executive,Medium,Divorced,5715,22553,7,No,12,Excellent,High,80,100-500ESOPShares,8,5,Better,5,4,1,3
No,42,Travel_Rarely,201,R & D,1,Master,Life Sciences,1,1859,Medium,Female,95,High,JuniorLevel,Laboratory Technician,Low,Divorced,2576,20490,3,No,16,Excellent,Medium,80,<100ESOPShares,8,5,Better,5,2,1,2
No,37,Travel_Rarely,1305,R & D,10,Master,Life Sciences,1,1860,High,Male,49,High,MidLevel,Manufacturing Director,Medium,Single,4197,21123,2,Yes,12,Excellent,Very High,80,NoStockOption,18,2,Good,1,0,0,1
No,43,Travel_Rarely,982,R & D,12,Bachelor,Life Sciences,1,1861,Low,Male,59,Medium,SeniorLevelL2,Research Director,Medium,Divorced,14336,4345,1,No,11,Excellent,High,80,<100ESOPShares,25,3,Better,25,10,3,9
No,40,Travel_Rarely,555,R & D,2,Bachelor,Medical,1,1862,Medium,Female,78,Medium,MidLevel,Laboratory Technician,High,Married,3448,13436,6,No,22,Outstanding,Medium,80,<100ESOPShares,20,3,Better,1,0,0,0
No,54,Travel_Rarely,821,R & D,5,College,Medical,1,1863,Low,Male,86,High,SeniorLevelL3,Research Director,Low,Married,19406,8509,4,No,11,Excellent,High,80,<100ESOPShares,24,4,Good,4,2,1,2
No,34,Non-Travel,1381,Sales,4,Master,Marketing,1,1864,High,Female,72,High,MidLevel,Sales Executive,High,Married,6538,12740,9,No,15,Excellent,Low,80,<100ESOPShares,6,3,Better,3,2,1,2
No,31,Travel_Rarely,480,R & D,7,College,Medical,1,1865,Medium,Female,31,High,MidLevel,Manufacturing Director,Low,Married,4306,4156,1,No,12,Excellent,Medium,80,<100ESOPShares,13,5,Bad,13,10,3,12
No,43,Travel_Frequently,313,R & D,21,Bachelor,Medical,1,1866,Very High,Male,61,High,JuniorLevel,Laboratory Technician,Very High,Married,2258,15238,7,No,20,Outstanding,Low,80,<100ESOPShares,8,1,Better,3,2,1,2
No,43,Travel_Rarely,1473,R & D,8,Master,Other,1,1867,High,Female,74,High,MidLevel,Healthcare Representative,High,Divorced,4522,2227,4,Yes,14,Excellent,Very High,80,NoStockOption,8,3,Better,5,2,0,2
No,25,Travel_Rarely,891,Sales,4,College,Life Sciences,1,1868,Medium,Female,99,Medium,MidLevel,Sales Executive,Very High,Single,4487,12090,1,Yes,11,Excellent,Medium,80,NoStockOption,5,3,Better,5,4,1,3
No,37,Non-Travel,1063,R & D,25,Doctor,Medical,1,1869,Medium,Female,72,High,MidLevel,Research Scientist,High,Married,4449,23866,3,Yes,15,Excellent,Low,80,100-500ESOPShares,15,2,Better,13,11,10,7
No,31,Travel_Rarely,329,R & D,1,College,Life Sciences,1,1870,Very High,Male,98,Medium,JuniorLevel,Laboratory Technician,Low,Married,2218,16193,1,No,12,Excellent,High,80,<100ESOPShares,4,3,Better,4,2,3,2
No,39,Travel_Frequently,1218,R & D,1,Below College,Life Sciences,1,1871,Medium,Male,52,High,SeniorLevelL3,Manager,High,Divorced,19197,8213,1,Yes,14,Excellent,High,80,<100ESOPShares,21,3,Better,21,8,1,6
No,56,Travel_Frequently,906,Sales,6,Bachelor,Life Sciences,1,1872,High,Female,86,Very High,SeniorLevelL2,Sales Executive,Low,Married,13212,18256,9,No,11,Excellent,Very High,80,>500ESOPShares,36,0,Good,7,7,7,7
No,30,Travel_Rarely,1082,Sales,12,Bachelor,Technical Degree,1,1873,Medium,Female,83,High,MidLevel,Sales Executive,High,Single,6577,19558,0,No,11,Excellent,Medium,80,NoStockOption,6,6,Better,5,4,4,4
No,41,Travel_Rarely,645,Sales,1,Bachelor,Marketing,1,1874,Medium,Male,49,Very High,SeniorLevelL1,Sales Executive,Low,Married,8392,19566,1,No,16,Excellent,High,80,<100ESOPShares,10,2,Better,10,7,0,7
No,28,Travel_Rarely,1300,R & D,17,College,Medical,1,1875,High,Male,79,High,MidLevel,Laboratory Technician,Low,Divorced,4558,13535,1,No,12,Excellent,Very High,80,<100ESOPShares,10,2,Better,10,0,1,8
Yes,25,Travel_Rarely,688,R & D,3,Bachelor,Medical,1,1876,Low,Male,91,High,JuniorLevel,Laboratory Technician,Low,Married,4031,9396,5,No,13,Excellent,High,80,<100ESOPShares,6,5,Better,2,2,0,2
No,52,Travel_Rarely,319,R & D,3,Bachelor,Medical,1,1877,Very High,Male,39,Medium,SeniorLevelL1,Manufacturing Director,High,Married,7969,19609,2,Yes,14,Excellent,High,80,NoStockOption,28,4,Better,5,4,0,4
No,45,Travel_Rarely,192,R & D,10,College,Life Sciences,1,1878,Low,Male,69,High,JuniorLevel,Research Scientist,Very High,Married,2654,9655,3,No,21,Outstanding,Very High,80,100-500ESOPShares,8,3,Good,2,2,0,2
No,52,Travel_Rarely,1490,R & D,4,College,Life Sciences,1,1879,Very High,Female,30,High,SeniorLevelL2,Manager,Very High,Married,16555,10310,2,No,13,Excellent,Very High,80,NoStockOption,31,2,Bad,5,2,1,4
No,42,Travel_Frequently,532,R & D,29,College,Life Sciences,1,1880,Low,Female,92,High,MidLevel,Research Scientist,High,Divorced,4556,12932,2,No,11,Excellent,Medium,80,<100ESOPShares,19,3,Better,5,4,0,2
No,30,Travel_Rarely,317,R & D,2,Bachelor,Life Sciences,1,1881,High,Female,43,Low,MidLevel,Manufacturing Director,Very High,Single,6091,24793,2,No,20,Outstanding,High,80,NoStockOption,11,2,Better,5,4,0,2
No,60,Travel_Rarely,422,R & D,7,Bachelor,Life Sciences,1,1882,Low,Female,41,High,SeniorLevelL3,Manager,Low,Married,19566,3854,5,No,11,Excellent,Very High,80,NoStockOption,33,5,Bad,29,8,11,10
No,46,Travel_Rarely,1485,R & D,18,Bachelor,Medical,1,1883,High,Female,87,High,MidLevel,Manufacturing Director,High,Divorced,4810,26314,2,No,14,Excellent,High,80,<100ESOPShares,19,5,Good,10,7,0,8
No,42,Travel_Frequently,1368,R & D,28,Master,Technical Degree,1,1884,Very High,Female,88,Medium,MidLevel,Healthcare Representative,Very High,Married,4523,4386,0,No,11,Excellent,Very High,80,>500ESOPShares,7,4,Best,6,5,0,4
Yes,24,Travel_Rarely,1448,Sales,1,Below College,Technical Degree,1,1885,Low,Female,62,High,JuniorLevel,Sales Representative,Medium,Single,3202,21972,1,Yes,16,Excellent,Medium,80,NoStockOption,6,4,Better,5,3,1,4
Yes,34,Travel_Frequently,296,Sales,6,College,Marketing,1,1886,Very High,Female,33,Low,JuniorLevel,Sales Representative,High,Divorced,2351,12253,0,No,16,Excellent,Very High,80,<100ESOPShares,3,3,Good,2,2,1,0
No,38,Travel_Frequently,1490,R & D,2,College,Life Sciences,1,1887,Very High,Male,42,High,JuniorLevel,Laboratory Technician,Very High,Married,1702,12106,1,Yes,23,Outstanding,High,80,<100ESOPShares,1,3,Better,1,0,0,0
No,40,Travel_Rarely,1398,Sales,2,Master,Life Sciences,1,1888,High,Female,79,High,SeniorLevelL3,Manager,High,Married,18041,13022,0,No,14,Excellent,Very High,80,NoStockOption,21,2,Better,20,15,1,12
No,26,Travel_Rarely,1349,R & D,23,Bachelor,Life Sciences,1,1889,Low,Female,90,High,JuniorLevel,Research Scientist,Very High,Divorced,2886,3032,1,No,22,Outstanding,Medium,80,100-500ESOPShares,3,3,Bad,3,2,0,2
No,30,Non-Travel,1400,R & D,3,Bachelor,Life Sciences,1,1890,High,Male,53,High,JuniorLevel,Laboratory Technician,Very High,Married,2097,16734,4,No,15,Excellent,High,80,<100ESOPShares,9,3,Bad,5,3,1,4
No,29,Travel_Rarely,986,R & D,3,Master,Medical,1,1891,Medium,Male,93,Medium,SeniorLevelL1,Research Director,High,Married,11935,21526,1,No,18,Excellent,High,80,NoStockOption,10,2,Better,10,2,0,7
